"ad_table_id","vista","nombre_vista","descripcion_vista","es_vista","ad_column_id","columna","nombre_columna","etiqueta","descripcion_columna","ayuda_columna","ad_reference_id","tipo_referencia","longitud","es_clave","es_padre","obligatorio","identificador","traducible","actualizable","logica_solo_lectura","valor_por_defecto","callout","ad_reference_value_id","referencia_valor","regla_validacion","codigo_regla_validacion","columna_sql","secuencia"
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14010,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14043,"User1_ID","Lista Elemento 1","Lista Elemento 1","El usuario definió el elemento # 1","El elemento definido por el usuario despliega los elementos opcionales que han sido definidos para esta combinación de cuentas",30,"Search",22,"N","N","N","N","N","N",NULL,NULL,NULL,134,"Account_ID - User1",NULL,NULL,NULL,0
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14042,"User2_ID","Lista Elemento 2","Lista Elemento 2","El usuario definió el elemento # 2","El elemento definido por el usuario despliega los elementos opcionales que han sido definidos para esta combinación de cuentas",30,"Search",22,"N","N","N","N","N","N",NULL,NULL,NULL,137,"Account_ID - User2",NULL,NULL,NULL,0
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205507,"A_Asset_ID","Activo","Activo","Activo usado por la compañía o sus clientes","Indica si es usado por la compañía o sus clientes",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14720,"AmtAcctBalance","Balance Contable","Balance","Monto de Balance Contable","El banlance contable indica el monto de la transacción convertido en moneda en la cuenta de la organización

",12,"Amount",22,"N","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",15917,"AmtAcctOpenBalance","Balance saldo contable","Balance saldo contable","Balance de Saldo en documento de moneda y tasa.",NULL,12,"Amount",22,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",15916,"AmtAcctOpenCr","Saldo contable Crédito","Saldo contable Crédito","Saldo Crédito en documento de moneda y tasa.",NULL,12,"Amount",22,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",15915,"AmtAcctOpenDr","Saldo contable débito","Saldo contable débito","Saldo contable débito",NULL,12,"Amount",22,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14719,"AmtSourceBalance","Monto Fuente del Balance","Monto Fuente del Balance","Cantidad fuente del balance","El monto fuente del balance indica el monto del balance para esta línea en el monto de fuente.",12,"Amount",22,"N","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14723,"C_DocTypeReval_ID","Revaloración Tipo del Documento","Revaloración Tipo del Documento","Tipo de Documento para Revaloración diária",NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,170,"C_DocType",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205479,"C_DocTypeTarget_ID","Tipo Documento Destino","Tipo de Documento Destino","Tipo de documento destino para convertir documentos","Usted puede convertir tipos de documento (Ej. Desde ofertas hasta órdenes o facturas). La conversión es entonces reflejada en el tipo actual. Este proceso es iniciado a través de seleccionar la acción apropiada del documento.",18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,170,"C_DocType",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205480,"C_DunningLevel_ID","Nivel de Morosidad","Nivel de Morosidad",NULL,NULL,19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205481,"ChargeAmt","Total de Cargo","Total de Cargo","Total del Cargo","El Total Cargo indica el total para un cargo adicional",12,"Amount",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205478,"C_Invoice_C_Charge_ID","c_invoice_c_charge_id","c_invoice_c_charge_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,200,"C_Charge",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205482,"C_Payment_ID","Pago","Pago","Identificador del pago","El pago es un identificador único de este pago.",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205515,"C_SubAcct_ID","Sub Cuenta","Sub Cuenta","Sub Cuenta para Valor del Elemento","El Valor del Elemento (ej. Cuenta) opcionalmente puede tener subcuentas para detalles adicionales. La subcuenta es dependientedel valor de la cuenta, así también las especificaciónes. Si las cuentas son mas o menos lo mismo, considere el empleo de otra dimensión contable.",19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205483,"DateOrdered","Fecha Orden","Fecha Orden","Fecha de la orden","Indica la fecha en que un artículo fue ordenada",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205484,"DatePrinted","Fecha Impresión","Fecha Impresión","Fecha en que el documento fue impreso","Indica la fecha en que este documento se imprimió.",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205517,"DateTrx","Fecha Transacción","Fecha Transacción","Fecha de la transacción","La fecha de transacción indica la fecha en que se ejecutó la transacción",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205485,"DocAction","Acción","Acción","El estado destino del documento","Usted encuentra el estado actual en el campo Estado del Documento. Las opciones son listadas en una ventana emergente",17,"List",2,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205486,"DunningGrace","Tiempo Gracia Cobro","Tiempo de gracia cobro","Tiempo de gracia antes de enviar una carta de cobro",NULL,16,"Date+Time",13,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205508,"Fact_Acct_AD_Org_ID","fact_acct_ad_org_id","fact_acct_ad_org_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,276,"AD_Org (all)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205509,"Fact_Acct_AD_OrgTrx_ID","fact_acct_ad_orgtrx_id","fact_acct_ad_orgtrx_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,130,"AD_Org (Trx)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205510,"Fact_Acct_AD_Table_ID","fact_acct_ad_table_id","fact_acct_ad_table_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,53290,"AD_Table TableName",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205511,"Fact_Acct_C_Activity_ID","fact_acct_c_activity_id","fact_acct_c_activity_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,142,"C_Activity (No summary)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205512,"Fact_Acct_C_BPartner_ID","fact_acct_c_bpartner_id","fact_acct_c_bpartner_id",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,138,"C_BPartner (Trx)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205513,"Fact_Acct_C_Campaign_ID","fact_acct_c_campaign_id","fact_acct_c_campaign_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,143,"C_Campaign (No summary)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205514,"Fact_Acct_C_Currency_ID","fact_acct_c_currency_id","fact_acct_c_currency_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,112,"C_Currencies",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205516,"fact_acct_dateacct","fact_acct_dateacct","fact_acct_dateacct",NULL,NULL,16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205518,"fact_acct_description","fact_acct_description","fact_acct_description",NULL,NULL,10,"String",255,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205519,"fact_acct_isactive","fact_acct_isactive","fact_acct_isactive",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205521,"Fact_Acct_M_Product_ID","fact_acct_m_product_id","fact_acct_m_product_id",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,162,"M_Product (no summary)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205523,"fact_acct_updated","fact_acct_updated","fact_acct_updated",NULL,NULL,16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205524,"Fact_Acct_UpdatedBy","fact_acct_updatedby","fact_acct_updatedby",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205525,"Fact_Acct_User1_ID","fact_acct_user1_id","fact_acct_user1_id",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,134,"Account_ID - User1",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205526,"Fact_Acct_User2_ID","fact_acct_user2_id","fact_acct_user2_id",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,137,"Account_ID - User2",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205487,"GenerateTo","Generar A","Generar A","Generate To",NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205488,"InvoiceCollectionType","Estado de Cartera","Estado de Cartera","Estado de cobranza de factura","Estado del proceso de cobranza de la factura",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14724,"IsAllCurrencies","Incluir Todas las Monedas","Todas las Monedas","El Reporte no incluye Facturas en moneda extranjera",NULL,20,"Yes-No",1,"N","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205489,"IsApproved","Aprobado","Aprobado","Indica si este documento requiere aprobación","El Cuadro de Verificación Aprobado indica si este documento requiere aprobación antes de que pueda ser procesado",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205490,"IsDiscountPrinted","Imprimir Descuento","Imprimir Descuento","Imprimir el descuento en la Factura y la orden","El cuadro de verificación descuento Impreso indica si el descuento será impreso en el documento.",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205491,"IsInDispute","En Negociación","En Negociación","Documento en negociación","Documento en negociación",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205492,"IsPaid","Pagado","Pagado","The document is fully paid",NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205493,"IsPayScheduleValid","Programa de Pagos Válido","Programa de Pagos Válido","Es el programa de pagos válido.","Los programas de pago permiten tener multiples fechas debidas.",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205494,"IsPrinted","Impreso","Impreso","Indica si este documento es impreso.","El cuadro de verificación impreso indica si este documento se imprimirá.",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205495,"IsTransferred","Transferido","Transferido","Transferido a la Contabilidad General (Contabilizado)","El cuadro de verificación transferido indica si las transacciones asociadas con este documento deberían ser transferidas a la contabilidad general.",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205520,"Line_ID","ID Línea","ID Línea","Id de la línea de la transacción (interna)","Enlace Interno",13,"ID",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205496,"M_PriceList_ID","Lista de Precios","Lista de Precios","Identificador único de mi lista de precios","Listas de precios son usadas para determinar el precio; margen y costo de artículos comprados o vendidos.",19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205497,"M_RMA_ID","Autorización Devolución","Autorización Devolución","Autorización de Devolución","La Autorización de Devolución se requiere para aceptar devoluciones y para crear notas crédito.",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205498,"PaymentRule","Regla de Pago","Regla de Pago","Como se pagará la factura","La Regla de Pagos indica el método de pago de la factura",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",14718,"Percent","Porcentaje","Porcentaje","Porcentaje de retención","El porcentaje indica el porcentaje usado para retención.",22,"Number",22,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205499,"POReference","Referencia de Orden de Tercero","Referencia de Orden de Tercero","Número de referencia de de la transacción (Orden de Venta; Orden de Compra) de su tercero)","La referencia de orden del tercero es la referencia para esta transacción específica. Frecuentemente los números de orden de compras se dan para ser impresas en las facturas como una referencia más fácil. Un número estándar puede ser definido en la ventana tercero (Cliente).",10,"String",20,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205500,"Posted","Contabilizado","Contabilizado","Las transacciones de contabilidad general han sido procesadas.","El campo contabilizado indica el estado de la generación de las Líneas contables a la contabilidad general.",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205501,"ProcessedOn","Procesado En","Procesado En","La fecha+hora (expresada en formato decimal) cuando el documento ha sido procesado","La fecha+hora de procesado almacena el momento exacto (con precision de nanosegundos si lo permite la base de datos) cuando un documento fue procesado.",22,"Number",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205502,"Processing","Procesar Ahora","Procesar Ahora",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205522,"Record_ID","ID de Registro","ID de Registro","Identificador de registro interno","La ID de registro es el identificador único interno de un registro.",200202,"Record ID",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205503,"Ref_Invoice_ID","Referencia de Factura","Factura Ref",NULL,NULL,13,"ID",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205504,"Reversal_ID","ID Reversión","ID Reversión","ID del documento de reversión",NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,336,"C_Invoice",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205505,"SendEMail","Envía Email","Envía Email","Permite enviar el documento Email","Envíe los email con el documento unido (ej. factura, nota de entrega, etc.)",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205470,"T_InvoiceGL_AD_Org_ID","t_invoicegl_ad_org_id","t_invoicegl_ad_org_id",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,276,"AD_Org (all)",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205471,"T_InvoiceGL_C_Invoice_ID","t_invoicegl_c_invoice_id","t_invoicegl_c_invoice_id",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,336,"C_Invoice",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205472,"t_invoicegl_created","t_invoicegl_created","t_invoicegl_created",NULL,NULL,16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205473,"T_InvoiceGL_CreatedBy","t_invoicegl_createdby","t_invoicegl_createdby",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205474,"t_invoicegl_grandtotal","t_invoicegl_grandtotal","t_invoicegl_grandtotal",NULL,NULL,22,"Number",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205475,"t_invoicegl_isactive","t_invoicegl_isactive","t_invoicegl_isactive",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205476,"t_invoicegl_updated","t_invoicegl_updated","t_invoicegl_updated",NULL,NULL,16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205477,"T_InvoiceGL_UpdatedBy","t_invoicegl_updatedby","t_invoicegl_updatedby",NULL,NULL,30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205506,"TotalLines","Total de Líneas","Total de Líneas","Total de todas las líneas del documento","El Total total despliega el total de todas las líneas en la moneda del documento",22,"Number",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205527,"UserElement1_ID","Columna 1","Columna 1","Elemento Contable definido por Usuario","El elemento contable definido por el usuario se refiere a una tabla de iDempiere. Esto le permite emplear el contenido de cualquier tabla como una dimensión contable (ej Actividad de Proyecto). Note que los Elementos de Usuario son opcionales y son llenados desde el contexto del Documento (ej. No Solicitado).",13,"ID",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
804,"T_InvoiceGL_v","T_InvoiceGL_v","Gain/Loss","Y",205528,"UserElement2_ID","Columna 2","Columna 2","Elemento Contable definido por Usuario","Un Elemento Contable definido por el Usuario refiere a una Tabla de iDempiere. Esto le permite emplear el contenido de cualquier Tabla como una Dimensión Contable (Ej. Actividad de Proyecto). Note que los Elementos de Usuario son opcionales y son llenados desde el contexto del Documento (ej. No Solicitado).",13,"ID",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59745,"Name","Nombre","Nombre","Identificador alfanumérico de la entidad.","El nombre de una entidad (registro) se usa como una opción de búsqueda predeterminada adicional al código. El nombre es de hasta 60 caracteres de longitud.",10,"String",60,"N","N","N","Y","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59723,"A_Asset_ID","Activo","Activo","Activo usado por la compañía o sus clientes","Indica si es usado por la compañía o sus clientes",13,"ID",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59708,"Account_ID","Cuenta","Cuenta","Cuenta usada","La cuenta (natural) usada",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,132,"Account_ID (Trx)",NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59763,"AccountType","Tipo de Cuenta","Tipo de Cuenta","Indica el tipo de cuenta","Tipos de cuenta válidos son A - Activo; E - Gastos; L - Pasivo; O - Capital, R - Ingresos y M - Memo",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59746,"AccountValue","Código de Cuenta","Código de Cuenta","Código del elemento cuenta",NULL,10,"String",40,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59729,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@#AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",217189,"ad_org_description","ad_org_description","ad_org_description",NULL,NULL,10,"String",255,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59730,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@#AD_Org_ID@",NULL,NULL,NULL,"AD_Org Security validation","(AD_Org.IsSummary='N' OR AD_Org.AD_Org_ID=0)",NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",217190,"ad_org_isactive","ad_org_isactive","ad_org_isactive",NULL,NULL,20,"Yes-No",1,"N","N","Y","N","N","N",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59731,"AD_OrgTrx_ID","Organización de la Trans.","Transacciones de la Organización","Organización que inicia o ejecuta la transacción","La organización que inicia o ejecuta la transacción (para otra organización). La organización poseedora puede no ser la organización de la transacción en un ambiente de departamento de servicio; con servicios centralizados y transacciones inter- organización.",18,"Table",22,"N","N","N","N","N","N",NULL,NULL,NULL,130,"AD_Org (Trx)",NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59750,"AD_PInstance_ID","Instancia de Proceso","Instancia de Proceso","Instancia del proceso",NULL,30,"Search",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59732,"AD_Table_ID","Tabla","Tabla","Información de la tabla de la base de datos","La tabla provee la información de la definición de la tabla.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,"AD_Table with Posted","EXISTS (SELECT * FROM AD_Column c WHERE AD_Table.AD_Table_ID=c.AD_Table_ID AND c.IsActive='Y' AND c.ColumnName='Posted') AND AD_Table.IsView='N'",NULL,NULL
53285,"T_RV_Reconciliation","Accounting Fact Reconciliation Report View",NULL,"Y",59752,"AmtAcct","Importe Contable","Importe Contable","Balance de la cantidad en la modernidad del esquema de la contabilidad.",NULL,12,"Amount",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
