"ad_table_id","tabla","nombre_tabla","descripcion_tabla","ad_column_id","columna","nombre_columna","etiqueta","descripcion_columna","ayuda_columna","ad_reference_id","tipo_referencia","longitud","es_clave","es_padre","obligatorio","identificador","traducible","actualizable","logica_solo_lectura","valor_por_defecto","callout","ad_reference_value_id","referencia_valor","regla_validacion","codigo_regla_validacion","columna_sql","secuencia"
702,"M_Requisition","Requisición","Material Requisition",11467,"Help","Ayuda","Ayuda","Ayuda; Comentario o Sugerencia","El campo ayuda contiene una sugerencia; comentario o ayuda acerca del uso de esta partida",10,"String",2000,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11472,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11476,"IsApproved","Aprobado","Aprobado","Indica si este documento requiere aprobación","El Cuadro de Verificación Aprobado indica si este documento requiere aprobación antes de que pueda ser procesado",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11466,"M_PriceList_ID","Lista de Precios","Lista de Precios","Identificador único de mi lista de precios","Listas de precios son usadas para determinar el precio; margen y costo de artículos comprados o vendidos.",19,"Table Direct",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11477,"M_Requisition_ID","Requisición","Requisición","Requisición",NULL,13,"ID",22,"Y","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11474,"M_Warehouse_ID","Almacén","Almacén","Almacén y punto de servicio","El almacén identifica un punto único donde los productos son almacenados",19,"Table Direct",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11482,"Posted","Contabilizado","Contabilizado","Las transacciones de contabilidad general han sido procesadas.","El campo contabilizado indica el estado de la generación de las Líneas contables a la contabilidad general.",28,"Button",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,234,"_Posted Status",NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11471,"PriorityRule","Prioridad","Prioridad","Prioridad de un documento","La prioridad indica la importancia (alta; media; baja) de este documento",17,"List",1,"N","N","Y","N","N","Y",NULL,"5",NULL,154,"_PriorityRule",NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11473,"Processed","Procesado","Procesado","El documento ha sido procesado","El cuadro de verificación procesada indica que un documento ha sido procesado",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",59050,"ProcessedOn","Procesado En","Procesado En","La fecha+hora (expresada en formato decimal) cuando el documento ha sido procesado","La fecha+hora de procesado almacena el momento exacto (con precision de nanosegundos si lo permite la base de datos) cuando un documento fue procesado.",22,"Number",20,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11468,"Processing","Procesar Ahora","Procesar Ahora",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11487,"TotalLines","Total de Líneas","Total de Líneas","Total de todas las líneas del documento","El Total total despliega el total de todas las líneas en la moneda del documento",12,"Amount",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11486,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11481,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
702,"M_Requisition","Requisición","Material Requisition",11470,"DocumentNo","No. del Documento","No. del Documento","Número de secuencia del documento para cada documento","El número del documento es usualmente generado en automático por el sistema y determinado por el tipo del documento. Si el documento no se salva; el número preliminar se despliega entre El número del documento es usualmente generado en automático por el sistema y determinado por el tipo del documento. Si el documento no se salva; el número preliminar se despliega entre ""<>"".

 Si el tipo de documento de su documento no tiene secuencia automatica definida, el campo está vacío si usted crea un nuevo doc. Esto es para documentos los cuales usualmente tiene un número externo (Como factura de proveedor). Si usted deja este campo vacío, el sistema generará un número de doc para usted.",10,"String",30,"N","N","Y","Y","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
702,"M_Requisition","Requisición","Material Requisition",11479,"AD_User_ID","Usuario","Usuario","ID de Usuario dentro del sistema","La ID de usuario identifica un usuario único en el sistema",19,"Table Direct",22,"N","N","Y","Y","N","Y",NULL,NULL,NULL,NULL,NULL,"AD_User - Internal","EXISTS (SELECT * FROM C_BPartner bp WHERE AD_User.C_BPartner_ID=bp.C_BPartner_ID AND (bp.IsEmployee='Y' OR bp.IsSalesRep='Y'))",NULL,2
702,"M_Requisition","Requisición","Material Requisition",14708,"C_DocType_ID","Tipo de Documento","Tipo de Documento","Tipo de documento o reglas","El tipo de documento determina la secuencia del documento y las reglas de proceso",19,"Table Direct",10,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,"C_DocType Requisition","C_DocType.DocBaseType = 'POR'",NULL,NULL
702,"M_Requisition","Requisición","Material Requisition",14527,"DateDoc","Fecha Documento","Fecha Documento","Fecha del documento","La fecha del documento indica la fecha en que el documento fue generado. Puede o no ser la misma que la fecha contable.",15,"Date",7,"N","N","Y","N","N","Y",NULL,"@#Date@","org.compiere.model.CalloutEngine.checkPeriodOpen",NULL,NULL,NULL,NULL,NULL,NULL
702,"M_Requisition","Requisición","Material Requisition",60946,"M_Requisition_UU","M_Requisition_UU","M_Requisition_UU",NULL,NULL,200231,"UUID",36,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11498,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11494,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Org_ID@",NULL,NULL,NULL,"AD_Org Security validation","(AD_Org.IsSummary='N' OR AD_Org.AD_Org_ID=0)",NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",56816,"C_BPartner_ID","Tercero","Tercero","Identifica un Tercero","Un tercero es cualquiera con quien usted realiza transacciones. Este puede incluir Proveedores, Clientes, Empleados o Vendedores.",30,"Search",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11768,"C_OrderLine_ID","Línea Orden de Venta","Línea Orden de Venta","Línea de orden de venta","La línea de orden de venta es un identificador único para una línea en una orden.",30,"Search",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11497,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11502,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",57955,"C_UOM_ID","UM","UM","Unidad de Medida","La UM define una unidad de medida única no monetaria",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11492,"Description","Descripción","Descripción","Descripción corta opcional del registro","Una descripción esta limitada a 255 caracteres",10,"String",255,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11503,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11491,"LineNetAmt","Neto de Línea","Total Neto de la Línea","Total neto de la línea (Cantidad * Precio Actual) sin fletes ni cargos","Indica el total neto de la línea basado en la cantidad y el precio actual. Cualquier cargo adicional o flete no es incluido.",12,"Amount",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11501,"M_Product_ID","Producto","Producto","Producto; servicio o artículo.","Identifica un artículo que puede ser comprado o vendido es esta organización.",30,"Search",22,"N","N","N","N","N","Y","@C_Charge_ID@!0",NULL,"org.compiere.model.CalloutRequisition.product",NULL,NULL,"M_Product(Purchased)","M_Product.IsSummary='N' AND M_Product.IsActive='Y' AND M_Product.IsPurchased='Y'",NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11499,"M_Requisition_ID","Requisición","Requisición","Requisición",NULL,30,"Search",22,"N","Y","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11495,"M_RequisitionLine_ID","Línea Requisición","Línea Requisición","Línea Requisición",NULL,13,"ID",22,"Y","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11490,"PriceActual","Precio Actual","Precio Unitario","Precio Actual","El precio Actual o Unitario indica el precio para un producto en la moneda fuente.",37,"Costs+Prices",22,"N","N","Y","N","N","Y",NULL,NULL,"org.compiere.model.CalloutRequisition.amt",NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11493,"Qty","Cantidad","Cantidad","Cantidad","La Cantidad indica el número de un producto específico o artículo para este documento",29,"Quantity",22,"N","N","Y","N","N","Y",NULL,"1","org.compiere.model.CalloutRequisition.amt",NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11489,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11496,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",11500,"Line","No. Línea","No. Línea","No. Línea único para este documento","Indica el No. Línea para un documento. También controlará el orden de despliegue de las líneas dentro de un documento",11,"Integer",22,"N","N","Y","Y","N","Y",NULL,"@SQL=SELECT COALESCE(MAX(Line),0)+10 AS DefaultValue FROM M_RequisitionLine WHERE M_Requisition_ID=@M_Requisition_ID@",NULL,NULL,NULL,NULL,NULL,NULL,1
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",15010,"C_Charge_ID","Cargo","Cargo","Cargos adicionales del documento","El cargo indica un tipo de cargo (manejo, embalaje, reposición)",19,"Table Direct",10,"N","N","N","N","N","Y","@M_Product_ID@!0",NULL,NULL,NULL,NULL,"C_Charge by Doc Type","(C_Charge.C_Charge_ID IN (
	SELECT c.C_Charge_ID 
	FROM C_Charge c
	JOIN C_ChargeType ct ON (ct.C_ChargeType_ID = c.C_ChargeType_ID)
	JOIN C_ChargeType_Doctype ctd ON (ctd.C_ChargeType_ID = ct.C_ChargeType_ID)
	JOIN  C_DocType dt ON (dt.C_DocType_ID =ctd.C_DocType_ID)
	WHERE  ctd.C_DocType_ID = @C_DocType_ID@
	) OR
 (SELECT COUNT(*) FROM C_ChargeType_DocType WHERE AD_Client_ID=@AD_Client_ID@) = 0)",NULL,NULL
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",14574,"M_AttributeSetInstance_ID","Instancia Conjunto de Atributos","Instancia Conjunto de Atributos","Instancia de conjunto de atributos del producto","Valor actual de Instancia del conjunto de atributos del producto",35,"Product Attribute",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,"M_RequisitionLine","Línea Requisición","Material Requisition Line",60947,"M_RequisitionLine_UU","M_RequisitionLine_UU","M_RequisitionLine_UU",NULL,NULL,200231,"UUID",36,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,"M_RMA","Autorización Devolución","Return Material Authorization",10839,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@#AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10846,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@#AD_Org_ID@",NULL,NULL,NULL,"AD_Org Trx Security validation","AD_Org.AD_Org_ID <> 0  AND AD_Org.IsSummary='N'",NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12133,"Amt","Monto","Monto","Monto","Monto",12,"Amount",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12149,"C_BPartner_ID","Tercero","Tercero","Identifica un Tercero","Un tercero es cualquiera con quien usted realiza transacciones. Este puede incluir Proveedores, Clientes, Empleados o Vendedores.",30,"Search",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,"C_BPartner (Trx)","C_BPartner.IsActive='Y' AND C_BPartner.IsSummary='N'",NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12148,"C_Currency_ID","Moneda","Moneda","Moneda para este registro","Indica la moneda a ser usada cuando se procese o Informe este registro",19,"Table Direct",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12118,"C_DocType_ID","Tipo de Documento","Tipo de Documento","Tipo de documento o reglas","El tipo de documento determina la secuencia del documento y las reglas de proceso",18,"Table",22,"N","N","Y","N","N","Y",NULL,NULL,"org.adempiere.model.CalloutRMA.docType",321,"C_DocType RMA",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12117,"C_Order_ID","Orden de Venta","Orden de Venta","Orden de Venta","La ID de la orden de ventas es un identificador único de la orden de ventas; Ésta es controlada por la secuencia del documento para este tipo de documento.",30,"Search",22,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10848,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10844,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",208381,"CreateFrom","Crear Desde","Crear Desde","Proceso que generará un nuevo documento","El proceso crear desde creará un nuevo documento basado en información de un documento existente seleccionado por el usuario",28,"Button",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",215213,"CreateLinesFrom","Create lines from","Create lines from","Process which will generate a new document lines based on an existing document","The Create From process will create a new document based on information in an existing document selected by the user.",28,"Button",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10850,"Description","Descripción","Descripción","Descripción corta opcional del registro","Una descripción esta limitada a 255 caracteres",10,"String",255,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12120,"DocAction","Acción","Acción","El estado destino del documento","Usted encuentra el estado actual en el campo Estado del Documento. Las opciones son listadas en una ventana emergente",28,"Button",2,"N","N","Y","N","N","Y",NULL,"CO",NULL,135,"_Document Action",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12119,"DocStatus","Estado del Documento","Estado del Documento","El estado actual del documento","El estado del documento indica el estado del documento en este momento. Si usted quiere cambiar el estado de Documento; use el campo acción de documento",17,"List",2,"N","N","Y","N","N","Y",NULL,"DR",NULL,131,"_Document Status",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",52006,"GenerateTo","Generar A","Generar A","Generate To",NULL,28,"Button",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12146,"Help","Ayuda","Ayuda","Ayuda; Comentario o Sugerencia","El campo ayuda contiene una sugerencia; comentario o ayuda acerca del uso de esta partida",14,"Text",2000,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10842,"InOut_ID","Envio/recibo","Envio/recibo","Documento de entrega de material","Entrega de material / Recibo",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,"org.adempiere.model.CalloutRMA.inout",337,"M_InOut","M_InOutShipment/Receipt","M_InOut.MovementType IN ('C-', 'V+') AND M_InOut.DocStatus IN ('CO', 'CL')",NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10837,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12122,"IsApproved","Aprobado","Aprobado","Indica si este documento requiere aprobación","El Cuadro de Verificación Aprobado indica si este documento requiere aprobación antes de que pueda ser procesado",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",52000,"IsSOTrx","Transacción de Ventas","Transacción de Ventas","Esta es una transacción de ventas","El cuadro de verificación Transacción de Ventas indica si este ítem es una transacción de ventas",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"@IsSOTrx@",NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10847,"M_RMA_ID","Autorización Devolución","Autorización Devolución","Autorización de Devolución","La Autorización de Devolución se requiere para aceptar devoluciones y para crear notas crédito.",13,"ID",22,"Y","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12132,"M_RMAType_ID","Tipo Autorización Devolución","Tipo de Autorización de Devolución","Tipo de Autorización de Devolución","Tipos de Autorización de Devolución",19,"Table Direct",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10843,"Name","Nombre","Nombre","Identificador alfanumérico de la entidad.","El nombre de una entidad (registro) se usa como una opción de búsqueda predeterminada adicional al código. El nombre es de hasta 60 caracteres de longitud.",10,"String",60,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10849,"Processed","Procesado","Procesado","El documento ha sido procesado","El cuadro de verificación procesada indica que un documento ha sido procesado",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10838,"Processing","Procesar Ahora","Procesar Ahora",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",57790,"Ref_RMA_ID","Autorización Devolución Referenciada","Autorización Devolución Referenciada",NULL,NULL,30,"Search",22,"N","N","N","N","N","Y",NULL,NULL,NULL,53306,"M_RMA",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",12121,"SalesRep_ID","Representante Comercial","Representante Comercial","Representante Comercial","El representante comercial indica el representante comercial para esta región.",30,"Search",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,190,"AD_User - SalesRep",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10845,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10840,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
661,"M_RMA","Autorización Devolución","Return Material Authorization",10841,"DocumentNo","No. del Documento","No. del Documento","Número de secuencia del documento para cada documento","El número del documento es usualmente generado en automático por el sistema y determinado por el tipo del documento. Si el documento no se salva; el número preliminar se despliega entre El número del documento es usualmente generado en automático por el sistema y determinado por el tipo del documento. Si el documento no se salva; el número preliminar se despliega entre ""<>"".

 Si el tipo de documento de su documento no tiene secuencia automatica definida, el campo está vacío si usted crea un nuevo doc. Esto es para documentos los cuales usualmente tiene un número externo (Como factura de proveedor). Si usted deja este campo vacío, el sistema generará un número de doc para usted.",10,"String",30,"N","N","Y","Y","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
661,"M_RMA","Autorización Devolución","Return Material Authorization",60948,"M_RMA_UU","M_RMA_UU","M_RMA_UU",NULL,NULL,200231,"UUID",36,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",10836,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",10826,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Org_ID@",NULL,NULL,NULL,"AD_Org Trx Security validation","AD_Org.AD_Org_ID <> 0  AND AD_Org.IsSummary='N'",NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",52001,"Amt","Monto","Monto","Monto","Monto",12,"Amount",22,"N","N","N","N","N","Y","@M_InOutLine_ID@!0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",52002,"C_Charge_ID","Cargo","Cargo","Cargos adicionales del documento","El cargo indica un tipo de cargo (manejo, embalaje, reposición)",19,"Table Direct",22,"N","N","N","N","N","Y","@M_InOutLine_ID@!0 | @M_Product_ID@!0",NULL,"org.adempiere.model.CalloutRMA.charge",NULL,NULL,"C_Charge by Doc Type","(C_Charge.C_Charge_ID IN (
	SELECT c.C_Charge_ID 
	FROM C_Charge c
	JOIN C_ChargeType ct ON (ct.C_ChargeType_ID = c.C_ChargeType_ID)
	JOIN C_ChargeType_Doctype ctd ON (ctd.C_ChargeType_ID = ct.C_ChargeType_ID)
	JOIN  C_DocType dt ON (dt.C_DocType_ID =ctd.C_DocType_ID)
	WHERE  ctd.C_DocType_ID = @C_DocType_ID@
	) OR
 (SELECT COUNT(*) FROM C_ChargeType_DocType WHERE AD_Client_ID=@AD_Client_ID@) = 0)",NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",216979,"C_CostCenter_ID","Cost Center","Cost Center",NULL,NULL,19,"Table Direct",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",216980,"C_Department_ID","Department","Department",NULL,NULL,19,"Table Direct",22,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",10827,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",10828,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
660,"M_RMALine","Línea Autorización Devolución","Return Material Authorization Line",208382,"C_Tax_ID","Impuesto","Impuesto","Identificador del Impuesto","El Impuesto indica el tipo de impuesto para esta línea del documento",19,"Table Direct",10,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
